title,press,date,summary,url,query
'연두색 번호판' 기피 현상 감소…고급 수입차 판매 '꿈틀',뉴시스언론사 선정,2025-04-07,"지난해부터 시행한 '연두색 번호판' 제도로 고급 수입 법인차 판매량이 급감했지만, 올해 다시 반등 조짐을 보이고 있다. 24일 한국수입자동차협회(KAIDA)에 따르면 지난달까지 법인으로 등록한 1억원 이상 수입차는 5501대로 파악됐다. 지난해 같은 기간(4394대) 대비 25%가량 증가한 수치다. 지난해...",https://www.newsis.com/view/NISX20250324_0003110599,법인차 제도
"‘연두색 번호판’ 꺼리는 사장님들… 국토부, 법인차 전수조사",서울신문,2024-11-11,올해부터 시행된 ‘고가 법인차 연두색 번호판 제도’가 각종 꼼수에 노출돼 지켜지지 않는다는 지적이 잇따르자 정부가 올해 등록된 법인차를 대상으로 전수 조사에 나섰다. 이 제도는 윤석열 대통령의 대선 공약으로 고가 법인차의 사적 이용을 막기 위해 도입됐다. 하지만 눈에 잘 띄는 연두색 번호판이...,https://www.seoul.co.kr/news/economy/2024/11/11/20241111018008?wlog_tag3=naver,법인차 제도
'연두색 번호판'은 창피했나…2024년 법인차 등록 1만대 '뚝',세계일보언론사 선정,2024-08-30,"다만 제도 도입 직전 미리 법인차를 사두려는 수요가 몰리며 고가 차량 판매가 일시적으로 증가했던만큼, 당분간 감소가 이어지다가 점차 예년 수준으로 회복될 수도 있다. 한국수입자동차협회와 한국자동차모빌리티산업협회에 따르면 지난해 국내에서 팔린 1억5000만원 이상 고가 차량은 전년...",http://www.segye.com/newsView/20240830505156?OutUrl=naver,법인차 제도
올해 고가 법인차 신차 등록 급감 “연두색 번호판 효과”,이데일리,2024-08-29,올해 1월 1일부터 8000만원 이상인 법인 차량에 ‘연두색 번호판’을 부착하도록 한 제도 시행 이후 고가 법인차 등록 대수가 눈에 띄게 줄어든 것으로 나타났다. 29일 카이즈유데이터연구소에 따르면 올해 1~7월 8000만원 이상 법인차 신차등록 대수는 대수는 2만7400대로 지난해 같은 기간(1만506대)보다...,http://www.edaily.co.kr/news/newspath.asp?newsid=03152086638992240,법인차 제도
[차량번호판의 세계] 연두색 번호판 제도 시행에 고가 법인차 등록 감소... 찬반 논쟁도,세계비즈,2024-03-27,긍정론자들은 제도 취지대로 연두색 번호판이 우리 사회에 만연한 법인 차량 사적 사용을 막고 조세 형평성을 제고할 것이라 주장한다. 반면 일각에선 연두색 번호판이 ‘회사에서 받은 고급차’라는 인식을 심어 필요차량에 대한 위화감을 부추길 수 있다고 지적한다. 일부 네티즌은 “이제 국가에서...,http://www.segyebiz.com/newsView/20240327516121?OutUrl=naver,법인차 제도
고가 법인차 ‘연두색 번호판 부착’...제도 개정 후 결과 살펴보니,IT동아,2024-03-11,"연두색 번호판 부착 제도 시행 후 고가 법인차 판매량 급감 국토교통부는 지난해 11월, 공공 및 민간법인에서 이용하는 8000만원 이상 법인차에 대해 일반 등록번호판과 구별하도록 새로운 등록번호판을 도입하는 내용을 골자로 ‘자동차 등록번호판 등의 기준에 관한 고시’ 개정안을 행정 예고했다....",https://it.donga.com/105074/,법인차 제도
연두색 번호판 낙인 효과… 수입 법인차 판매율 ‘뚝’,국민일보,2024-04-22,이 제도 시행이 고가 수입 법인차 등록 대수를 끌어 내린 것으로 풀이된다. 그동안 법인용 승용차 감세 효과를 노리고 고가의 수입차를 법인차로 사는 부작용이 있었다. 이에 따라 전체 수입차 판매량에서 법인차가 차지하던 비중도 크게 줄었다. 지난달 수입차 등록 대수 2만5263대 중 법인차의 등록...,https://www.kmib.co.kr/article/view.asp?arcid=1713688661&code=11151100&cp=nv,법인차 제도
연두색 번호판 부끄럽나… 럭셔리 수입 법인차 등록 ‘뚝’,문화일보,2024-04-15,올해부터 8000만원 이상땐 연두색 번호판 부착 제도화 3월 신규 수입 법인차 3868대 전년 동월 대비 31.4%나 줄어 전체 비중도 처음 30% 아래로 올해부터 취득가액 8000만 원 이상인 법인 차량에 ‘연두색 번호판’을 부착하는 제도가 본격 시행되면서 수입 법인차 등록 대수가 곤두박질치고 있다. 고가...,https://www.munhwa.com/news/view.html?no=2024041501071007024001,법인차 제도
연두색 번호판 달게 하자 고가 수입 법인차 등록 대수 '뚝',대경일보,2024-03-13,연합뉴스 8000만원 이상 법인차 전용 연두색 번호판 제도가 도입되고 나서 고가 수입 법인차 등록 대수가 1년 전과 비교해 크게 줄어든 것으로 나타났다. 13일 한국수입자동차협회(KAIDA)에 따르면 2월 가격이 8000만원 이상인 수입 법인차 등록 대수는 3551대로 나타났다. 지난해 같은 달 등록 대수...,https://www.dkilbo.com/news/articleView.html?idxno=434357,법인차 제도
"""연두색 번호판 싫어서···"" 늘어나는 법인차 꼼수들",한경비즈니스언론사 선정,2024-04-08,"고객들이 연두색 번호판 제도 시행으로 고가 법인차 구입을 꺼리자 수입차 업계에서 이러한 계약이 성행하고 있는 것으로 보인다. 누리꾼들은 “가격 기준 없이 법인차면 모두 연두색 번호판을 다는 것이 좋을 것 같다”, “꼼수가 아니라 대놓고 불법 아닌가” 등 제도의 허점을 지적하며 개선이...",https://magazine.hankyung.com/business/article/202404086547b,법인차 제도
"""법인차 연두 번호판 누가 발의했냐"" 불만에…""그래서 생긴 것"" 뭇매",SBS언론사 선정,2024-03-21,"이에 누리꾼들은 '법인차로 주말에 드라이브 가니까 만든 제도다', '기존 법인 차도 다 바꿨으면 좋겠다' 등의 반응을 보였습니다. 연두색 번호판 제도는 고가 법인 승용차의 사적 이용을 막기 위해서 시행되고 있는데요. 실효성에 대한 우려도 있었지만 제도가 도입된 이후 고가의 수입 법인차 구매가 약 30...",https://news.sbs.co.kr/news/endPage.do?news_id=N1007580440&plink=ORI&cooper=NAVER,법인차 제도
"[車돋보기] ""연두색 번호판 싫어요""…작년 말 법인차 판매 급증한 이유",아주경제,2024-02-07,"이 때문에 제도 시행에 앞서 법인차 구매 러시가 발생한 셈이다. 지난해 1억원 이상 수입차 판매량 1위를 달성한 브랜드는 3만2789대를 판매한 메르세데스 벤츠가 차지했다. 벤츠의 고급 브랜드 마이바흐는 2596대의 역대 최대 판매량을 달성했고, G클래스(G바겐)도 2169대로 판매 신기록을 세웠다. 이어...",https://www.ajunews.com/view/20240206165205123,법인차 제도
연두색 번호판 싫어서? 지난해 3억 이상 법인차 등록 급증,아이뉴스24언론사 선정,2024-01-14,올해부터 법인이 신규·변경 등록하는 8000만원 이상 승용차에 연두색 번호판 부착이 의무화되면서 연두색 번호판 제도를 피하고자 고가 법인차 구매를 서두른 것이라는 분석이 나온다. 한편 지난해 말 기준 취득가액이 3억원을 넘는 법인 승용차 누적 등록 대수는 6029대로 조사됐다. 3억...,http://www.inews24.com/view/1676138,법인차 제도
"‘연두색 번호판’ 부끄러운 사장님… 국토부, 고가 수입차 ‘다운 계약’ 전수조사",서울신문,2024-11-10,올해부터 시행된 ‘고가 법인차 연두색 번호판 제도’가 각종 꼼수에 노출돼 지켜지지 않는다는 지적이 잇따르자 정부가 올해 등록된 법인차를 대상으로 전수 조사에 나섰다. 이 제도는 윤석열 대통령의 대선 공약으로 고가 법인차의 사적 이용을 막기 위해 도입됐다. 하지만 눈에 잘 띄는 연두색 번호판이...,https://www.seoul.co.kr/news/economy/2024/11/10/20241110500047?wlog_tag3=naver,법인차 제도
눈에 확띄는 연두 번호판 도입 … 무늬만 법인차 막는다,매일경제,2023-11-02,"개인이 차량을 구입하는 몫은 민간소비로 분류되지만, 기업이 법인차 구매를 위해 쓰는 돈은 설비투자 실적으로 잡히기 때문이다. 한국은행에 따르면 2분기 설비투자는 전기 대비 0.5% 증가했지만, 법인차 번호판 제도 도입이 불확실했던 3분기에는 -2.7%로 낙폭이 컸다. [ / ]",https://www.mk.co.kr/article/10864935,법인차 제도
"홍성국 의원 ""법인차 10대 중 4대, 운행기록 없이 세제 혜택 받았다""",세정일보,2023-10-10,"이와 관련 국토부는'법인차 전용 번호판 제도'를 도입하겠다 밝혔다. 법인차 번호판을 연두색으로 구분해 편법 탈세행위를 막겠다는 것이다. 그러나 '법인차 전용 번호판 제도'만으로 업무용 승용차의 사적 유용을 막기에는 턱없이 부족하다는 지적이 제기되고 있다. 홍성국 의원은 ""의무나 책임은 지우지...",https://www.sejungilbo.com/news/articleView.html?idxno=44770,법인차 제도
"홍성국 의원, 법인차 10대 중 4대 운행기록 없이 세제 혜택",뉴스티앤티,2023-10-09,"국토교통부(장관 원희룡)는 이와 관련하여 ""'법인차 전용 번호판 제도'를 도입하겠다""며 법인차 번호판을 연두색으로 구분해 편법 탈세행위를 막겠다는 의지를 보였으나, '법인차 전용 번호판 제도'만으로 업무용 승용차의 사적 유용을 막기에는 턱없이 부족하다는 지적이 제기되고 있다. 국회...",http://www.newstnt.com/news/articleView.html?idxno=309244,법인차 제도
8천만원 이상 법인차 '연두색 번호판' 부착...택배차 등 경유차 금지,파이낸셜뉴스언론사 선정,2024-01-07,"7일 한국자동차모빌리티산업협회(KAMA)가 정리한 '2024년부터 달라지는 자동차 관련 제도'에 따르면 올해부터 자동차 안전, 환경 관련 규제가 대폭... 승용차를 신규 구입 또는 등록을 변경할 경우엔 연두색 번호판을 달아야 한다. 법인차량의 사적 유용을 방지한다는 취지다. 윤석열 대통령의 대선공약이다.",http://www.fnnews.com/news/202401071351162946,법인차 제도
법인차에 새겨진 '연두글씨'…판매 줄고 '꼼수' 늘어,이코노믹리뷰,2024-10-10,"이어 김필수 교수는 ""싱가포르 등 일부 국가에서는 법인차를 엄격하게 제한하고 있다""며 ""비싼 법인차라면 연두색 번호판을 의무적으로 달아야 한다는 제도는 법인차를 제 목적에 맞게 올바르게 사용하는 사람에게도 주홍글씨와 같은 낙인을 찍는 것""이라고 덧붙였다.",https://www.econovill.com/news/articleView.html?idxno=669304,법인차 제도
법인차 '연두색 번호판' 도입 늦어지나,데일리한국,2023-08-04,"당초 국토부는 7월 행정예고를 낸 뒤 법제처 법령 심사와 국무조정실의 규제 심사 등을 거쳐 9월 중 법인차 번호판 제도를 시행할 계획이었다. 국내 자동차 업계 관계자는 ""예상보다 행정예고가 늦어지고 잇지만 이후 심사 등 절차는 오래 걸리지 않을 것으로 파악된다""며 ""당초 국토부가 예고한대로 (법인차...",https://daily.hankooki.com/news/articleView.html?idxno=985962,법인차 제도
"벤츠, 국내 법인車 할인 몰아주다 수익성 '후진'",아주경제,2023-08-21,제도 시행 전 법인차 수요를 이끌어내기 위해 벤츠는 할인 폭을 늘려왔다. 특히 러시아-우크라이나 전쟁으로 러시아에 수출하지 못하고 한국으로 유입된 물량을 법인차로 돌려 대폭 할인에 나섰다는 분석이다. 여기에 전기차 판매가 둔화한 상황에서 연식 변경과 신형 모델 출시 전에 재고분을...,https://www.ajunews.com/view/20230820150429260,법인차 제도
"""9월 번호판 변경 전에 사자""…올 상반기 고가 법인차 불티",일간스포츠,2023-07-26,법인차 전용 번호판 제도 도입은 윤석열 대통령이 대선 당시 공약으로 내건 제도다. 법인차량에 연두색 번호판을 부착해 식별 효과를 줘 사적으로 차량을 사용하는 것에 경각심을 일깨우겠다는 취지다. 제도 시행까지는 아직 시간이 남은 만큼 다음 달까지 법인 고가 수입차의 판매는 늘어날 전망이다....,https://isplus.com/article/view/isp202307250116,법인차 제도
법인차 ‘연두색 번호판’ 9월께 시행…기존 차는 안 바꿔도 돼?,중앙일보,2023-07-12,11일 국토교통부에 따르면 이달 중에 법인차 전용 번호판 제도에 대한 행정 예고가 이뤄질 예정이다. 색깔이 다른 전용 번호판을 부착하면 일종의 ‘명찰효과’가 생기기 때문에 함부로 개인 용도로 법인차를 사용하기 어려울 거라는 판단에서다. 이는 윤석열 대통령의 대선 공약이기도 하다. 그러나 국토부가...,https://www.joongang.co.kr/article/25176620,법인차 제도
"연두색 번호판, ‘사적 사용 법인차 색출’ 나선다….“효과 과연 있을까?”",글로벌이코노믹,2023-07-11,"11일 국토교통부에 따르면 오는 9월께 시행을 두고 이달 내 법인차 전용 번호판 제도에 대한 행정 예고가 이뤄질 예정이다. 법인차 전용 번호판 제도는 윤석열 대통령이 후보 시절 내걸었던 공약 중 하나로 원희룡 국토교통부 장관, 이준석 전 국민의힘 대표와 함께 코믹한 홍보 영상까지 만들어가며 캠페인을...",http://www.g-enews.com/ko-kr/news/article/news_all/20230711162724823478e43e3ead_1/article.html,법인차 제도
법인차 9월부터 '연두색' 번호판 단다⋯상반기 고급차 판매 급증,MS투데이,2023-07-06,"이 중 4713대(74.8%)가 법인 차량이다. 이 제도는 윤석열 대통령이 대선 당시 공약으로 내건 것으로, 지난 1월 공청회를 통해 올해 하반기 시행이 예고됐다. 이와 관련 올 상반기 국내 시장에서 수억원(대당)을 넘는 고급차 판매가 늘어난 것으로 나타났다. 이는 연두색의 법인차 전용 번호판 부착 제도 시행을...",https://www.mstoday.co.kr/news/articleView.html?idxno=84286,법인차 제도
9월부터 법인차에 '연두색 번호판'…'무늬만 법인차' 정체 드러난다,서울경제,2023-07-05,4일 국토교통부와 자동차 업계에 따르면 국토부는 이달 중 법인차 전용 번호판 제도에 대한 행정 예고를 할 계획이다. 이후 국무조정실 규제 심사를 거쳐 9월 신규 등록하는 법인차부터 적용한다. 이미 등록된 법인차는 소급 적용을 하지 않는다. 법인차 전용 번호판 제도는 세제 혜택을 보기 위해 법인 명의로...,https://www.sedaily.com/NewsView/29S0IFZQ12,법인차 제도
“이 동네라고?” 3억 넘는 수입 법인차 가장 많이 산 지역,국민일보,2023-09-13,정 의원은 “수억원의 수입차를 법인 오너나 그 가족이 사적으로 운용하는 문제는 법인차 제도를 왜곡시키는 고질병”이라며 “연두색 번호판 시행과 병행해 정부와 서울시 등 지자체는 자동차 시장 질서를 교란하고 일반 국민들에게 위화감을 조성하는 법인차 제도에 대한 근본적인 개선...,https://news.kmib.co.kr/article/view.asp?arcid=0018664225&code=61141111&cp=nv,법인차 제도
사장 아들 스포츠카에 웬 세제혜택?…억대 수입차 64.5% '법인차',데일리안언론사 선정,2023-07-19,이에 따라 국토교통부는 이달 중 법인차 전용 번호판 제도를 행정예고한 뒤 국무조정실 규제 심사를 거쳐 9월 신규 등록하는 법인차부터 연두색 바탕의 전용 번호판을 달도록 할 예정이다. 하지만 이 제도가 제대로 효과를 발휘할 수 있을지에 대해서는 의문이 많다. 법인차에 연두색 번호판을 달아 ‘내 차가...,https://www.dailian.co.kr/news/view/1254832/?sc=Naver,법인차 제도
규제 앞두고 ‘아빠 찬스’ 쇼핑...‘억소리’ 법인차 계속 늘었다[백카(CAR)사전],이코노미스트언론사 선정,2023-06-16,"정부는 관련 제도 시행 시 법인차 사적사용을 방지하는 효과가 있을 것으로 기대하고 있다. 원희룡 국토부 장관은 개인 SNS에 “(법인차 전용 번호판 도입 시) 포르쉐, 람보르기니, 페라리 등 슈퍼카를 법인차로 등록한 뒤 배우자 또는 자녀가 이용하는 꼼수를 쓰기 어렵다”는 게시글을 올리기도 했다....",https://economist.co.kr/article/view/ecn202306150025,법인차 제도
[더벨]법인차 연두색 번호판 제도…리스·렌터카 차별 논란,더벨,2023-02-27,이른 바 ‘연두색 번호판’ 제도로 불리는 법인차 전용번호판 제도가 도입 전부터 논란에 휩싸이고 있다. 해당 정책은 슈퍼카를 비롯한 고가의 법인 승용차를 사적으로 이용하는 것을 막기 위한 정책으로 이르면 올해 여름부터 도입될 전망이다. 국토교통부는 지난달 31일 법인 승용차의 전용 번호판 적용에 대한...,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202302271049361360104060,법인차 제도
"[1년전 오늘] '연두색 번호판' 시행 앞두고··· 지난해 3억이상 법인차, 전년 대비 58.4%↑",전국매일신문,2025-01-13,"고가 법인차의 사적 사용을 방지하기 위해 도입된 연두색 번호판 제도를 피하고자 구매를 서두른 것이라는 분석이 업계에서는 나온다. 지난해 말 기준으로 취득가액이 3억 원을 넘는 법인 승용차 누적 등록 대수는 6천29대로 집계됐다. 3억∼5억 원은 4천889대, 5억원 초과는 1천140대다. 이는 3억...",https://www.jeonmae.co.kr/news/articleView.html?idxno=1110413,법인차 제도
‘아빠 찬스’로 벤츠·포르쉐...억소리 법인차 정점 찍었다,이코노미스트언론사 선정,2023-05-16,"정부는 법인차 전용번호판 제도가 시행되면 관련 문제가 해결될 것이라고 기대 중이다. 원희룡 국토부 장관은 최근 자신의 SNS를 통해 관련 제도 시행에 따른 기대 효과를 언급했다. 원 장관은 “포르쉐, 람보르기니, 페라리 등 슈퍼카를 법인차로 등록한 뒤 배우자 또는 자녀가 이용하는 꼼수는 횡령...",https://economist.co.kr/article/view/ecn202305160046,법인차 제도
법인차 연두색 번호판 부착 시행 시기는?,금강일보,2023-07-10,"또 고가 수입 법인차 유용을 막으려는 제도 취지를 고려해 경차의 경우 연두색 번호판 부착을 면제하는 방안을 검토 중이다. 앞서 지난 1월 말 열린 '법인 승용차 전용 번호판 도임 방안 공청회' 당시 국토부는 ""하반기 시행할 계획""이라고 밝히며 7월 도입이 예상됐지만 이보다 두 달가량 밀린 9월 시행...",http://www.ggilbo.com/news/articleView.html?idxno=983068,법인차 제도
회삿돈으로 끌던 포르쉐 ‘싹 사라졌네’ [데이터로 보는 세상],매경이코노미,2024-09-07,"제도 도입 이후 고가 법인차 신차 등록 대수가 눈에 띄게 줄었다. 회삿돈으로 ‘무늬만 법인차’를 사들여 사치를 누리던 이 상당수가 자취를 감췄다. 법인 차량은 구입비, 보험료, 기름값 등을 모두 법인이 부담하고 세금 감면 혜택도 받는다. 때문에, 비용을 줄이기 위해 자기 회사 명의나 부모 회사...",https://www.mk.co.kr/article/11105572,법인차 제도
‘고가 수입 법인차’ 8년만 감소세 전환…연두색 번호판 영향,이투데이,2024-12-28,고가 수입 법인차 판매량이 감소한 데는 연두색 번호판 제도가 영향을 미친 것으로 풀이된다. 정부는 법인용 차량의 사적 이용을 막기 위해서 올해부터 출고가 8000만 원 이상의 법인용 승용차에 연두색 번호판을 부착하도록 했다. 연두색 번호판에 대한 거부감으로 인해 고가 수입차를 법인 명의로...,https://www.etoday.co.kr/news/view/2430964,법인차 제도
"""번호판 바뀌기 전에 빨리 사자""···판매 늘어난 고가 법인차",시사저널이코노미,2023-04-11,"정부가 전용 번호판 도입에 나서는 것은 법인차 제도를 통한 탈세 문제가 갈수록 커지고 있기 때문이다. 국토부에 따르면 최근 5년간 신규 등록 취득가액 1억원~4억원 차량 중 71.3%, 4억원을 넘는 차량 중 88.4%가 법인 소유 차량인 것으로 집계됐다. 또한 같은 기간 신규 등록 차량은 연 평균 1.3% 감소하고 있는데...",http://www.sisajournal-e.com/news/articleView.html?idxno=298736,법인차 제도
“‘아빠찬스’ 포르쉐 막차 타자”...정부 발표 후 법인차 더 늘었다[백카(CAR)사전],이코노미스트언론사 선정,2023-03-31,"지난 달 6일 국토교통부는 올해 하반기부터 법인차 전용번호판 제도를 도입할 예정이라고 밝힌 바 있다. 탈세 등에 악용되는 법인차 사적유용을 차단하기 위함이다. 법인이 차량 리스 및 장기 렌탈을 활용하면 월 납입금, 이자비, 유류비, 보험료 등을 사업비(경비)로 처리할 수 있다. 이를 통해 세금 감면...",https://economist.co.kr/article/view/ecn202303290045,법인차 제도
尹 지지율 취임 후 최저치 근접..4월 총선 참패 직후와 같아 外,YTN,2024-08-30,"다만 연두색 번호판 제도 도입 직전 미리 법인차를 사두려는 수요가 몰리며 고가 차량 판매가 일시적으로 증가했었거든요? 그런 만큼 당분간 감소가 이어지다가 점차 예년 수준으로 회복될 수도 있다는 관측이 있습니다. ◇ 이익선 : 휘핑뉴스 모두 살펴봤습니다. 수고하셨습니다. ◆ 최휘 : 네, 감사합니다.",https://www.ytn.co.kr/_ln/0101_202408301540421447,법인차 제도
[기고] 자율규제로 해결하는 법인차 사적 남용,세계일보,2023-02-10,"국토교통부가 고민한 법인차 번호판 제도가 사적사용이 아니라 ‘무분별한 사적사용’ 방지에 초점을 맞춰야 한다는 의미다. 물론 제도의 취지가 고가차량이라는 점에만 한정되어서는 곤란하다. 소형차든, 중형차든 목적에 맞지 않게 사용되는 법인차 모두가 대상이다. 어떤 법인은 슈퍼카의 사용이 반드시...",http://www.segye.com/content/html/2023/02/09/20230209517690.html?OutUrl=naver,법인차 제도
“장기렌트하면 그만!”… ‘연두색 번호판’ 비웃는 법인차,경기일보언론사 선정,2023-03-25,앞서 국토교통부는 지난 1월 말 ‘법인승용차 전용 번호판 도입 방안 공청회’를 열고 이르면 올해 7월부터 법인차 전용 번호판 제도를 시행한다고 밝혔다. 이는 수억원을 호가하는 고가 승용차량을 법인 명의로 구입해 자가용으로 이용하는 경우가 많아 ‘탈세의 온상’이라는 비판이 지속된 데 따른 조치다....,https://www.kyeonggi.com/article/20230323580199,법인차 제도
'일동' 따라 법인차 일동 차렷? '윤웅섭 G90 마케팅 역주행 현상',팜뉴스,2023-02-20,"바로 올해 하반기 시행을 앞둔 '법인차 번호판 변경' 제도 때문이다. 국토교통부는 7월부터 법인차에 연두색 번호판을 부착할 계획이다. 포르쉐, 람보르기니, 페라리, 멕라렌 등 슈퍼카를 법인차로 등록해 각종 세제 혜택을 보는 꼼수를 차단하겠다는 의도다. 특히 법인 대표의 가족들이 '아빠 찬스'를 이용해...",http://www.pharmnews.com/news/articleView.html?idxno=218729,법인차 제도
"법인차 전용번호판 도입, 7월부터 '연두색 번호판' 부착",금강일보,2023-02-08,"대여사업용으로 구매한 렌터카에는 '하', '허', '호' 등의 문자로 구분되고 있기 때문에 연두색 번호판 부착 대상에서 빠진다. 제도 시행 이후 등록하는 법인차가 전용 번호판 부착 대상이다. 기존 법인차의 경우 전용 번호판을 부착해야만 세제 혜택 등을 주는 방식으로 번호판 교체를 유도한다는 계획 중이다.",http://www.ggilbo.com/news/articleView.html?idxno=959134,법인차 제도
억대 승용차는 대세가 '법인차'...신차등록 통계 살펴보니,데일리한국,2023-02-06,사진=연합뉴스 '법인차 번호판' 도입은 법인차 제도를 악용한 탈세를 막기 위해 결정됐다. 국토부에 따르면 최근 5년간 신규 등록된 고가 차량(취득가액 1억원 초과~4억원 이하) 중 법인 소유가 71.3%에 달했다. 4억원을 넘어서는 초고가 차량은 88.4%가 법인 명의였다. 법인차는 구매 및 이용 시...,https://daily.hankooki.com/news/articleView.html?idxno=921255,법인차 제도
"원희룡 ""법인차 전용번호판 도입, '아빠 찬스' 슈퍼카 시대 끝났다""",MBN언론사 선정,2023-02-06,"대여사업용으로 구매한 렌터카에는 '하', '허', '호' 등의 문자로 구분되고 있기 때문에 연두색 번호판 부착 대상에서 빠집니다. 제도 시행 이후 등록하는 법인차가 전용 번호판 부착 대상입니다. 기존 법인차의 경우 전용 번호판을 부착해야만 세제 혜택 등을 주는 방식으로 번호판 교체를 유도한다는 계획입니다.",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4901661,법인차 제도
"법인차 번호판, 7월부터 연두색으로…렌터카는 제외",데일리한국,2023-02-01,'법인차 번호판' 도입은 법인차 제도를 악용한 탈세를 막기 위해 결정됐다. 국토부에 따르면 최근 5년간 신규 등록된 고가 차량(취득가액 1억원 초과~4억원 이하) 중 법인 소유가 71.3%에 달했다. 4억원을 넘어서는 초고가 차량은 88.4%가 법인 소유였다. 법인차는 구매 및 이용 시 비용처리가 가능해 개인이 소유하는...,https://daily.hankooki.com/news/articleView.html?idxno=919909,법인차 제도
"법인차 ‘연두색 번호판’, 이르면 7월부터 적용",조선비즈언론사 선정,2023-01-31,"국토부는 현재 번호판 색상으로 사용되지 않는 연두색 배경에 검은색 문자를 쓰는 전용 번호판을 법인차에 부착하기로 했다. 제도 시행 이후 등록하는 법인차가 전용 번호판 부착 대상이다. 기존 법인차는 번호판을 바꾸도록 유도해나갈 계획이다. 국토부는 이날 공청회에서 제시된 의견을 반영하고, 관계 기관...",https://biz.chosun.com/industry/car/2023/01/31/VK6YHJQF65GJXOOFOV4W6RTBMM/?utm_source=naver&utm_medium=original&utm_campaign=biz,법인차 제도
10명 중 9명은 '연두색 번호판' 찬성…'확대' 의견도 절반,머니S언론사 선정,2024-07-16,고가 법인차의 사적 사용을 막기 위해 올해 1월부터 도입된 '법인차 전용 번호판' 제도에 대한 소비자 인식이 긍정적인 것으로 나타났다. 법인 외에 관용차에도 동일하게 적용되지만 개인사업자는 예외를 뒀다. 이에 기존 8000만원 이상인 가격 기준을 없애고 개인사업자 등 모든 사업용차로 확대하는...,https://www.moneys.co.kr/article/2024071516051051554,법인차 제도
